country,year,reporting_level,welfare_type,ppp_version,survey_year,survey_comparability,headcount_ratio_international_povline,headcount_ratio_lower_mid_income_povline,headcount_ratio_upper_mid_income_povline,headcount_ratio_100,headcount_ratio_1000,headcount_ratio_2000,headcount_ratio_3000,headcount_ratio_4000,headcount_ratio_40_median,headcount_ratio_50_median,headcount_ratio_60_median,headcount_international_povline,headcount_lower_mid_income_povline,headcount_upper_mid_income_povline,headcount_100,headcount_1000,headcount_2000,headcount_3000,headcount_4000,headcount_40_median,headcount_50_median,headcount_60_median
Guinea,1991,national,consumption,2011,1991,0,91.83641322989384,98.54604222575136,99.999,73.5381737,99.999,99.999,99.999,99.999,20.76485508887716,26.23122812753584,31.50057988425359,6001451,6439921,6534871,4805673,6534871,6534871,6534871,6534871,1356970,1714194,2058543
Guinea,1994,national,consumption,2011,1994.08,1,49.755482693458994,73.77959679879304,89.42590405745263,18.538651928862627,96.84900965348947,99.29701472134994,99.80231357,99.90724005381752,10.76327054198514,17.16418146585712,26.42047863689235,3523245,5224421,6332355,1312744,6857994,7031340,7067121,7074551,762160,1215416,1870866
Guinea,2002,national,consumption,2011,2002.25,2,63.00099278682016,84.52391483528109,94.9871033,28.109639557622817,98.61969887007156,99.53922710390704,99.93539729670204,99.99139048106038,8.006017206,15.11167403418196,22.54969197461841,5409314,7257288,8155666,2413515,8467563,8546515,8580530,8585338,687403,1297500,1936134
Guinea,2007,national,consumption,2011,2007,3,58.36031057452071,81.35810136,94.33825029,20.85619141889235,99.11513822491716,99.91954863,99.98220111561712,99.99290317262272,7.386846924016011,13.584112693073468,20.17114613865444,5554827,7743793,8979265,1985125,9433936,9510502,9516465,9517484,703092,1292957,1919922
Guinea,2012,national,consumption,2011,2012,3,36.09346201172985,70.94867748832752,92.53155399486953,6.672741399,98.76872039001272,99.85249491010134,99.92640296677264,99.98060990986453,5.402823791,10.95504547118318,18.210858077247728,3844687,7557476,9856491,710783,10520876,10636320,10644192,10649967,575511,1166935,1939826
Guinea,2018,national,consumption,2011,2018.5,4,23.18536680797821,60.39129099036984,89.78137178,2.632646966,98.95517438406412,99.98657917,100,100,4.072234318,9.650150925790127,16.1452521,2878299,7497151,11145722,326824,12284584,12412626,12414292,12414292,505539,1197998,2004319
Guinea-Bissau,1993,national,consumption,2011,1993,1,44.13047217,70.83605088,89.43414996,13.923915661182509,97.11406869,99.34189985747524,99.63974821919057,99.81618904541432,9.027571569,16.468975946420688,24.46406660534466,460467,739118,933175,145285,1013309,1036554,1039662,1041503,94196,171841,255263
Guinea-Bissau,2002,national,consumption,2011,2002,2,56.619927199071455,84.47024838495562,96.08276773099136,18.20629482298348,99.24152168196458,99.86522876210935,99.98306592597966,99.98306592597966,4.949538215,10.68619081202859,18.90591844238315,710271,1059640,1205314,228390,1244939,1252763,1254242,1254242,62090,134053,237166
Guinea-Bissau,2010,national,consumption,2011,2010,3,68.39169513469177,85.39397121693739,93.82530604634177,34.90950810029959,96.95071146094767,98.43968220762218,100,100,10.92657970580022,16.91228966351181,23.797110471039986,1041334,1300211,1428587,531533,1476174,1498846,1522603,1522603,166368,257507,362336
Guinea-Bissau,2018,national,consumption,2011,2018.43,4,24.66736995379106,59.49987370548118,85.97928769891386,1.945708215,97.08149711008424,99.61862026952736,99.86954519115048,99.97931741527124,3.632824688,9.046312943,17.02081630833692,462342,1115209,1611513,36468,1819602,1867156,1871859,1873916,68090,169555,319022
Guyana,1992,national,income,2011,1992.5,0,28.91086758125717,54.862787691061776,81.43863373104769,8.138256836,95.53063029479546,99.97940479,99.999,99.999,11.287041015624991,17.682246093750003,25.84650980434806,216426,410701,609646,60923,715138,748442,748589,748589,84494,132369,193486
Guyana,1998,national,income,2011,1998,0,11.81051265,23.95630542937486,50.99502487562189,5.429374865,80.08868699978369,94.83019684187757,97.93424183430672,98.89682024659312,13.259788016439538,17.99697166342202,24.670127622755786,89025,180577,384389,40925,603691,714809,738207,745462,99949,135657,185958
Haiti,2001,national,income,2011,2001,0,63.14670056369689,79.88265651837887,89.80230072448916,37.742693067518566,96.25097388244752,98.69490968057696,99.42922387799048,99.62113093599817,18.577194018725347,24.06011153174417,30.10170280263425,5436179,6876946,7730909,3249197,8286063,8496457,8559673,8576194,1599275,2071289,2591398
Haiti,2012,national,consumption,2011,2012,1,24.488965314122822,50.25484818691827,78.61836208885609,6.0669275395893205,94.34700725,99.03816865939932,99.59488781587662,99.85565815015246,11.33315277778554,18.164494311101308,24.77702415732506,2510345,5151585,8059107,621916,9671438,10152325,10209394,10236126,1161753,1862028,2539873
Haiti,2012,national,income,2011,2012,1,53.62170977556245,71.73482615841823,85.13059213486356,31.715487624791116,93.38970391745696,97.82640380585772,99.08983322123366,99.41708496466056,21.50640703,26.68284775603888,32.20785199450807,5496720,7353481,8726671,3251130,9573306,10028108,10157622,10191168,2204605,2735238,3301602
High income countries,1990,,,2011,,,0.4508609086681899,0.760558995,1.641650167,0.264950657,5.733941654,24.784819900624814,46.317831289227165,63.445652070153045,,,,4070622,6866748,14821727,2392121,51769203,223771089,418183048,572822505,,,
High income countries,1991,,,2011,,,0.4454453447531299,0.7175604308563199,1.582069043,0.269617235,5.459830429,23.887821632966872,45.61428449014104,62.92024715824795,,,,4057982,6536934,14412559,2456198,49738743,217616689,415543523,573199854,,,
High income countries,1992,,,2011,,,0.4564053149274999,0.7814344942012601,1.656869398,0.278278451,5.51561569,23.579559466984858,45.05379516,62.42452510996132,,,,4194210,7181118,15226068,2557285,50686637,216688152,414029093,573660209,,,
High income countries,1993,,,2011,,,0.4908563,0.8212149016963399,1.65481671,0.372781461,5.619133577,23.729923291632023,45.28840677496639,62.70373117130803,,,,4547720,7608450,15331663,3453772,52060548,219854678,419591246,580941980,,,
High income countries,1994,,,2011,,,0.4801559898760399,0.796935218,1.638476361,0.376275486,5.205967345,22.63592527569806,43.95458053324205,61.46166718849252,,,,4482187,7439275,15294941,3512477,48596954,211303098,410309671,573735800,,,
High income countries,1995,,,2011,,,0.4770754204126199,0.772969147,1.521500239,0.374470324,4.991702064,21.75486918413686,42.74537026045971,60.73656496285618,,,,4485853,7268087,14306387,3521076,46936058,204557040,401926866,571094766,,,
High income countries,1996,,,2011,,,0.459912412,0.749790206,1.4342633072891802,0.341794145,4.558495623,20.764978742140062,41.72247290717831,59.66690680635656,,,,4356472,7102309,13585909,3237609,43179873,196694091,395211765,565188540,,,
High income countries,1997,,,2011,,,0.539644905,0.730608871,1.371758162,0.346575142,4.45679589,19.82323268,40.69900121267841,58.74407862735694,,,,5148284,6970105,13086754,3306373,42518421,189116255,388273842,560426261,,,
High income countries,1998,,,2011,,,0.542227332,0.8078770837592799,1.461215148,0.450340841,4.396896353,19.34588414386018,39.63999656581896,57.690723436414814,,,,5208773,7760672,14036804,4326088,42237703,185841476,380791873,554191739,,,
High income countries,1999,,,2011,,,0.5110208699130301,0.708560142,1.28549632,0.35724402,3.9800677018141504,18.24823872392371,38.33985643659141,56.27381389041402,,,,4942608,6853213,12433355,3455274,38495322,176497458,370824127,544281848,,,
High income countries,2000,,,2011,,,0.483832499,0.683074134,1.209573854,0.344236768,3.66792814,17.150791294486282,36.75835167340884,54.80452545234791,,,,4713282,6654205,11783132,3353402,35731328,167075398,358083550,533881367,,,
High income countries,2001,,,2011,,,0.4830067066128199,0.7319906511158399,1.241905774,0.401717731,3.458442967,16.35439198854625,35.61971918313938,53.74683464877551,,,,4739489,7182637,12186164,3941844,33935871,160476995,349517457,527389250,,,
High income countries,2002,,,2011,,,0.478603892,0.67488708,1.263323503,0.401906958,3.455113683,15.887173418536198,35.03890171954524,53.07675622430214,,,,4730433,6670461,12486459,3972375,34149712,157025918,346318099,524600956,,,
High income countries,2003,,,2011,,,0.556987656,0.7691481428149299,1.281501106,0.399922602,3.509978382,15.71078536522442,34.50703092264389,52.60936571517741,,,,5544299,7656161,12756163,3980861,34938601,156386394,343485701,523677766,,,
High income countries,2004,,,2011,,,0.532253425,0.758230796,1.284296749,0.387568292,3.4918002235461203,15.350123037256411,33.72713589811179,51.72082904965358,,,,5337526,7603664,12879141,3886599,35016352,153933582,338221319,518665061,,,
High income countries,2005,,,2011,,,0.5424561546256199,0.74191426,1.221069479,0.396134865,3.459533948,14.93956262096973,33.17991453035495,51.05058896175889,,,,5480998,7496331,12337734,4002562,34955266,150949924,335251151,515817142,,,
High income countries,2006,,,2011,,,0.510015001,0.702739074,1.2213218908891998,0.365946393,3.24018274,14.433374089634473,32.198922998709875,50.13663660058389,,,,5195278,7158466,12441021,3727721,33006189,147025864,327994996,510717888,,,
High income countries,2007,,,2011,,,0.501624277,0.702563881,1.100777329,0.357610444,3.013275838,13.51928137,30.20034242369327,47.82336870351171,,,,5153099,7217317,11308094,3673670,30954859,138881226,310242865,491281149,,,
High income countries,2008,,,2011,,,0.5130627196324901,0.7348273461224101,1.210429322,0.4391000447081999,3.20726347,13.84895501,30.94666337313282,48.56589639929855,,,,5317524,7615954,12545224,4550954,33240966,143534402,320739782,503350388,,,
High income countries,2009,,,2011,,,0.5156372676954399,0.628929564,1.116129786,0.362322147,2.847595765,12.92655751437616,30.024387536513668,47.75379214963692,,,,5385998,6569372,11658336,3784572,29744057,135022068,313614424,498803782,,,
High income countries,2010,,,2011,,,0.5022421063471499,0.7278504377932801,1.1786424575016698,0.443174386,2.838867268,12.47287368027843,29.58384695731881,47.26517392836232,,,,5283394,7656707,12398866,4662024,29863794,131209842,311210711,497211482,,,
High income countries,2011,,,2011,,,0.561554728,0.779316508,1.263520737,0.388092311,2.98545778,12.95779679676466,29.997385971181775,47.84875942027325,,,,5936261,8238246,13356825,4102569,31559623,136978384,317105873,505814827,,,
High income countries,2012,,,2011,,,0.573955614,0.8148904942736899,1.35747141,0.449119424,3.102760501,13.322215295958758,30.386714539156568,48.01274331844757,,,,6104628,8667227,14438152,4776863,33001158,141695929,323195028,510666592,,,
High income countries,2013,,,2011,,,0.634052629,0.872373474,1.373928818,0.419536632,3.222892124,13.32242070028004,30.31555407221379,47.80792946740194,,,,6785233,9335594,14702924,4489618,34489370,142568189,324418042,511610470,,,
High income countries,2014,,,2011,,,0.678808865,0.936802216,1.418830513,0.469170567,3.255923838,13.0664707,29.79074015881295,47.68159223392136,,,,7309667,10087835,15278495,5052203,35061000,140704621,320797780,513453136,,,
High income countries,2015,,,2011,,,0.732068734,0.884536226,1.402087356,0.512935696,3.1614865209629204,12.42560375882038,28.78129763651358,46.26277700520579,,,,7930903,9582667,15189582,5556914,34250120,134613390,311803604,501190071,,,
High income countries,2016,,,2011,,,0.633746117,0.847077722,1.331448358,0.482934198,2.904705903,11.74503502745904,27.43734070136497,44.47525986726527,,,,6906909,9231912,14510846,5263279,31657060,128003761,299027017,484715500,,,
High income countries,2017,,,2011,,,0.700461768,0.891975193,1.270590584,0.469465242,2.81821899,11.49850141578794,26.82627777104244,43.73594153188249,,,,7673933,9772065,13919999,5143243,30875095,125972228,293896210,479150614,,,
High income countries,2018,,,2011,,,0.606286448,0.8337769922710699,1.250963667,0.4679735773595599,2.673210861,10.85887406586283,25.62092347858619,42.16431660628217,,,,6674078,9178322,13770766,5151512,29427042,119535853,282038351,464150106,,,
High income countries,2019,,,2011,,,0.602379965,0.744796172,1.169242826,0.387577525,2.483628652,10.12339435035216,24.414379428444946,40.68283622862619,,,,6657896,8231973,12923234,4283760,27450683,111890355,269843639,449653231,,,
Honduras,1986,urban,income,2011,1986,0,52.55309482910185,72.21689175,86.92363956011043,28.393362756086265,95.21254438614628,98.68434558592703,99.40425289650794,99.66539993952496,18.13046351756083,24.65894048608527,30.67146543,888132,1220445,1468984,479840,1609064,1667737,1679903,1684316,306400,416729,518339
Honduras,1989,national,income,2011,1989,1,42.87862609483374,62.62006037684067,80.11495308453549,21.52014264696349,91.93035074754852,97.66204143137831,98.95360543,99.43643513280288,19.39088867187499,25.538027432549946,31.38351379123165,2064475,3014966,3857291,1036129,4426167,4702130,4764315,4787562,933612,1229578,1511021
Honduras,1990,national,income,2011,1990,2,44.96289879144434,64.93981881820176,82.12447468679632,23.58926757812499,93.07020791015728,98.03234359093383,99.09826680823949,99.48897369649852,19.97670898437499,25.69512948707988,31.41131813062638,2228047,3217964,4069516,1168919,4611910,4857799,4910618,4929979,989906,1273271,1556526
Honduras,1991,national,income,2011,1991,3,34.12428824483255,57.97302118258531,78.85024861452479,13.147711236423351,91.42621861901796,97.68047608976931,99.04414984280724,99.52238424319384,15.49796111114802,22.13614420536034,28.55942884991638,1739859,2955809,4020254,670348,4661452,4980331,5049859,5074242,790178,1128632,1456129
Honduras,1992,national,income,2011,1992,3,29.20400914933532,52.70052855331922,75.77641394460275,9.924299985,90.18677137660818,96.68644085168964,98.64199335,99.29360906539809,13.360833359233078,20.84244508646439,27.37579526014703,1531656,2763972,3974228,520497,4730005,5070892,5173454,5207629,700733,1093119,1435772
Honduras,1993,national,income,2011,1993,3,24.317179873372417,46.27749723410524,69.22362837797202,8.491113008,87.66702997204466,95.83326662879291,98.08195962,99.06679987383109,14.69948126222586,20.92695225440433,28.20379744261282,1311770,2496401,3734210,458046,4729124,5169645,5290949,5344075,792951,1128887,1521430
Honduras,1994,national,income,2011,1994,3,26.955994234383663,46.97302111061872,69.05002518870309,10.89691788482791,86.50259353718299,95.52309955,97.82508229016942,98.69368334415448,17.07016079344515,23.18512514632787,29.641475740742862,1495780,2606518,3831564,604667,4800002,5300547,5428283,5476482,947218,1286535,1644796
Honduras,1995,national,income,2011,1995,3,28.16010531946717,49.28781840652576,70.23199235206793,10.84885950694256,86.72553259233298,96.05595357345936,98.04777632,98.79811336038232,16.88279399746405,23.50351639661778,29.54065891,1607663,2813846,4009551,619362,4951169,5483844,5597557,5640394,963840,1341818,1686479
Honduras,1996,national,income,2011,1996,3,31.35800887074714,51.63924243599902,72.45246218,13.93072932464598,88.34168443872812,96.51412869088684,98.36598925133184,99.08145678391132,18.64794780696288,25.00172430144238,30.10955584346164,1842225,3033709,4256447,818404,5189910,5670026,5778819,5820851,1095532,1468805,1768880
Honduras,1997,national,income,2011,1997,3,21.84494234625889,40.77800395962824,64.46384529010557,6.974780661,84.48346615702201,95.60090130764289,97.84860702028736,98.67704362,16.94970200949813,23.20671047226996,29.50156887727679,1320681,2465317,3897293,421675,5107620,5779748,5915637,5965722,1024729,1403009,1783578
Honduras,1998,national,income,2011,1998,3,26.58799990336241,42.62426792173271,64.25907974558919,13.95898298455332,83.37135058620046,94.20477752985492,97.08909227849756,98.31004126319444,22.04201231,27.04223186286067,33.051555979883155,1653881,2651402,3997175,868305,5186036,5859919,6039335,6115283,1371102,1682136,2055941
Honduras,1999,national,income,2011,1999,3,26.7672199,43.90225471063135,65.64362756270008,12.94535476986686,83.72136399336301,95.12805536,97.72428472,98.64447032479576,20.56255357430226,26.242790708698173,31.433411747248307,1712337,2808489,4199315,828132,5355773,6085475,6251559,6310425,1315415,1678788,2010839
Honduras,2001,national,income,2011,2001,4,21.910093148977992,35.97653286457526,55.62798458189961,9.075877649,76.01148356922577,91.72230141931404,96.11965699814972,97.64333887376664,22.19099786208755,27.96061280388191,32.78371842317054,1479350,2429104,3755953,612795,5132228,6193009,6489915,6592792,1498317,1887876,2213528
Honduras,2002,national,income,2011,2002,4,23.91564747432015,40.75617496676633,61.03144008353178,10.08926746490857,80.72282246168423,93.61195746723769,96.92486734258964,98.30407661094183,20.30429209506018,26.08579437,31.802778160684607,1657179,2824104,4229031,699112,5593500,6486622,6716183,6811752,1406939,1807554,2203699
Honduras,2003,national,income,2011,2003,4,28.49233296717445,45.60411665425167,64.43467390848674,13.033068130466742,82.71837986,93.84044473758372,96.98947577913444,98.26851555270174,21.30300246802922,27.11000983302946,32.50946341437216,2024757,3240776,4578936,926172,5878235,6668605,6892385,6983278,1513860,1926525,2310227
Honduras,2004,national,income,2011,2004,4,27.74628074008161,44.59793030933152,63.91956311694994,12.44301333958224,81.55908190136084,93.44690228085793,96.83721351606566,98.17210434,20.976346159738952,27.196535347235777,32.84357532719821,2020749,3248046,4655232,906219,5939910,6805694,7052609,7149828,1527697,1980711,2391982
Honduras,2005,national,income,2011,2005,4,27.10790873725829,42.04708102255355,61.41589874286934,14.295600338887873,79.77657850119714,91.90736853,95.84996740740227,97.62265502725828,22.710285114062533,28.229553617966204,33.06200049911253,2021974,3136284,4581001,1066306,5950521,6855354,7149432,7281656,1693956,2105637,2466089
Honduras,2006,national,income,2011,2006,4,23.02015386332834,37.28147877700233,55.875567468226926,11.34559635341286,76.87041352233722,91.60144907,95.81648175979612,97.65966061776504,22.51980378904429,28.06554214799822,33.110972771827626,1757426,2846178,4265706,866156,5868514,6993125,7314913,7455627,1719228,2142606,2527789
Honduras,2007,national,income,2011,2007,4,17.567215497096537,32.62778422932473,53.512451293335104,6.191159773,74.55968136532158,90.30929572582168,95.25462724133196,97.25324297292076,19.04306288889282,24.97693884443808,30.64943063008708,1371740,2547747,4178530,483438,5822008,7051819,7437977,7594039,1486981,1950329,2393267
Honduras,2008,national,income,2011,2008,4,16.89133231,30.86614193802941,50.65662065438003,6.463686526789831,73.48100988814514,90.66739917025023,95.35762135792316,97.42645622648732,19.91194279155722,26.06590049927392,31.30084928172623,1348090,2463413,4042882,515864,5864486,7236124,7610449,7775562,1589163,2080308,2498107
Honduras,2009,national,income,2011,2009,4,14.16338099264681,27.847533300434392,47.62646647911417,4.358109191,72.04672012289194,90.56325079907153,95.72965592,97.79597909,18.75004300620444,24.98509226437501,30.59491895,1154426,2269791,3881929,355220,5872370,7381611,7802714,7971135,1528275,2036480,2493725
Honduras,2010,national,income,2011,2010,4,15.55672163587383,29.94132472718556,50.60789995,4.691248002,72.93781494983959,90.39136104136968,95.53320267,97.59564219611492,18.40337704098693,24.51244327022079,30.53451577949274,1293925,2490360,4209295,390193,6066579,7518272,7945943,8117485,1530695,2038814,2539698
Honduras,2011,national,income,2011,2011,5,15.97759995563259,29.99686355411156,50.841687925008095,6.101255365,74.26108345156939,90.80210700214356,95.75313236,97.82143792616348,19.16705690082423,24.92671321330567,30.63385810199182,1355008,2543935,4311716,517427,6297837,7700627,8120507,8295913,1625495,2113952,2597956
Honduras,2012,national,income,2011,2012,5,19.00118200415806,35.66697546974138,56.21744469699269,7.592222275539171,77.66614405,92.34383002643106,96.65998137388644,98.31907159302236,18.90107398836798,25.58955762490612,31.38850234099498,1641834,3081873,4857576,656021,6710892,7979146,8352091,8495448,1633184,2211115,2712184
Honduras,2013,national,income,2011,2013,5,16.41899280905966,31.58728277280535,53.79762528288738,5.392696915,76.59868677815948,92.32378691679688,97.06995584917408,98.59452466605804,18.26867953829955,23.95817123985083,29.74266741413565,1444629,2779215,4733397,474478,6739554,8123131,8540723,8674863,1607374,2107965,2616916
Honduras,2014,national,income,2011,2014,5,15.217475904798691,31.82444811249512,52.47501448095853,4.058397335,76.99924507562945,92.38361019524548,96.56810355,98.46852836297036,17.67644214267382,24.75568817932087,30.300146567696867,1362813,2850064,4699441,363453,6895728,8273487,8648233,8818427,1583028,2217015,2713554
Honduras,2015,national,income,2011,2015,5,14.924993618651069,30.88605901221978,52.19479876338203,4.127115247,76.60527158739708,92.57111917057507,96.77723227657545,98.59651907965232,17.10885205311875,23.97583171878377,30.14779167412227,1360100,2814617,4756462,376100,6980965,8435917,8819216,8985006,1559113,2184895,2747339
Honduras,2016,national,income,2011,2016,5,16.110514996697407,30.379562795626256,49.74356688359185,6.072455716,74.14477150706442,91.3479209,96.50834585821406,98.63027159415354,19.384033370314828,25.940386345300944,31.31363912747636,1493573,2816427,4611624,562965,6873809,8468678,8947090,9143809,1797054,2404880,2903023
Honduras,2017,national,income,2011,2017,5,15.435280567209231,29.340199896136426,50.34158765121922,5.1150691060542295,75.42378155363035,92.04917938107585,96.75541824420576,98.62591738107255,18.39213946478904,24.70176938183726,29.79856924737565,1455395,2766492,4746716,482301,7111720,8679332,9123084,9299454,1734198,2329134,2809712
Honduras,2018,national,income,2011,2018,5,15.81077953372344,29.60972236313351,50.43754851,5.704700215,74.18851108871284,92.00800559953994,97.13689857100609,98.70808251284132,19.09530248779527,24.53167394118409,30.444586371727123,1515862,2838839,4835712,546939,7112841,8821289,9313022,9463660,1830767,2351980,2918882
Honduras,2019,national,income,2011,2019,5,14.77851082348362,29.00785964417642,48.98939373161594,4.440786776285051,74.00401723159494,92.31072003,97.15783598021882,98.72325126610023,18.75484663324517,25.086214386732458,31.13277719252761,1440331,2827139,4774563,432804,7212517,8996709,9469114,9621682,1827869,2444931,3034236
Hungary,1987,national,income,2011,1987,0,0.052716064,0.101534424,0.284603271,0.040511475,3.073352051,53.71019531,89.10960815429686,97.10361450195312,0.900935059,2.591270752,6.917797852,5595,10776,30204,4299,326167,5700124,9456972,10305355,95614,275005,734168
Hungary,1989,national,income,2011,1989,0,0.052716064,0.455467529,11.872861328124989,0.016102295,62.0531313,95.33456678,98.94687092368194,99.87592388311668,0.809400635,3.439489746,9.846899414,5526,47741,1244480,1688,6504235,9992701,10371333,10468714,84839,360518,1032124
Hungary,1991,national,income,2011,1991,1,1.43638851,2.240082061,5.489056084,0.991792067,14.70588235653734,68.74145009,88.97058829,96.20383038094003,6.737346115,9.986320109,14.22708618040272,149002,232373,569402,102883,1525500,7130826,9229275,9979608,698892,1035921,1475833
Hungary,1993,national,income,2011,1993,0,0.162557373,0.3944445800781199,2.066473389,0.101534424,24.80972656,83.01458680893798,94.93014844163964,97.71811044425908,1.749154053,4.489084472656249,10.12760498046874,16837,40855,214035,10516,2569673,8598255,9832412,10121176,181169,464958,1048969
Hungary,1994,national,income,2011,1994,1,0.931307054,2.234081103,6.725124226438179,0.495237706,25.69625779627223,75.24060778326603,90.19161471575798,95.98669797119898,7.186235210380509,11.96607224639546,17.66719206101563,96328,231079,695603,51224,2657855,7782403,9328839,9928245,743298,1237693,1827380
Hungary,1998,national,consumption,2011,1998,3,0.042333519,0.706765812,6.3463864834396295,0,42.055858954066586,90.68859573,97.77614214192884,99.30396929223032,2.554208544,6.281557997,12.48814935,4346,72561,651556,0,4317694,9310608,10038256,10195112,262230,644901,1282105
Hungary,1999,national,consumption,2011,1999,3,0.018763049,0.311713434,6.362556067,0.018763049,43.013692841991066,90.60830975053094,97.72838468558716,99.19698544535466,2.3584754698763097,5.796056329,12.164783075520951,1921,31912,651369,1921,4403540,9276053,10004973,10155321,241450,593373,1245373
Hungary,1999,national,income,2011,1999,2,0.2089654644913899,0.7208780523763101,5.164603728,0.2089654644913899,28.73811948,80.73246225505231,94.48720805647577,97.49494939,4.474717108123101,8.726361606,15.97812869366614,21393,73800,528728,21393,2942074,8265010,9673156,9981075,458101,893364,1635766
Hungary,2000,national,consumption,2011,2000,3,0,0.3711258910277299,6.050638649523981,0,40.79534268778539,89.50295073179073,97.60595179428104,99.14303371442664,2.2288034443339497,6.223697693,12.22606424432319,0,37896,617829,0,4165601,9139120,9966515,10123466,227582,635500,1248400
Hungary,2001,national,consumption,2011,2001,3,0,0.190276466,3.975854641,0,29.15605861203055,83.37951323,95.80854972671304,98.4164139,3.020227598,7.035865240005711,13.108449036554529,0,19385,405043,0,2970296,8494351,9760569,10026247,307688,716784,1335433
Hungary,2002,national,consumption,2011,2002,3,0,0.06647716,2.903244682,0,27.76976952889932,82.44330128228451,95.55425394514384,98.45870476495404,2.168556931,6.158083663534461,13.29497348,0,6753,294929,0,2821022,8375092,9706982,10002034,220295,625576,1350584
Hungary,2003,national,consumption,2011,2003,3,0.018131863,0.438930937,4.216132602557661,0,25.852989254848367,75.52111622743769,91.96103138031027,96.42818288865648,4.686562032,9.898228802,17.12129357004188,1837,44462,427075,0,2618792,7649951,9315240,9767743,474728,1002646,1734310
Hungary,2004,national,consumption,2011,2004,3,0,0.38796101,3.178169627,0,22.09436852630499,73.38396983322222,91.14801326466517,96.40288295751718,3.718338584,9.055391354,15.44393884281099,0,39212,321222,0,2233110,7417025,9212463,9743580,375818,915242,1560941
Hungary,2004,national,income,2011,2004,4,0.104682048,0.279024508,2.872489507,0.081791036,18.12826079794319,67.95433646140219,90.18478346180812,96.29915207540976,5.07739167,10.17853074967157,16.773912870884512,10580,28201,290327,8267,1832250,6868244,9115108,9733096,513179,1028759,1695364
Hungary,2005,national,consumption,2011,2005,3,0,0.169742603,3.384290347,0,21.29537196424883,71.70387079,90.33458895941108,95.80096730831364,4.533675013,8.799531458,16.31028170586735,0,17122,341376,0,2148078,7232816,9112109,9663506,457315,887614,1645229
Hungary,2005,national,income,2011,2005,4,0.695058548,1.230989898,4.544204711,0.297053605,18.53833376937439,63.04687911314806,86.91918244170263,94.07042765,7.752921247750439,12.89945883413634,19.40362517,70111,124171,458377,29964,1869974,6359580,8767594,9488945,782042,1301177,1957256
Hungary,2006,national,consumption,2011,2006,3,0,0.116550293,3.006398826,0,20.43084398720739,72.31851422013361,91.14631038,96.59945898811606,3.930606462,8.138421792,15.13431204130938,0,11738,302786,0,2057666,7283465,9179682,9728889,395866,819651,1524233
Hungary,2006,national,income,2011,2006,4,0.135635625,0.290556989,1.8502305109651296,0.074893621,13.17922966,60.69369951489107,87.80566431801617,95.47031277391648,4.699183846,9.63905612,15.581655632171753,13660,29263,186344,7543,1327329,6112687,8843233,9615168,473272,970785,1569286
Hungary,2007,national,consumption,2011,2007,3,0,0.472140386,3.147851557,0,20.58866190821833,72.07529092276167,89.88660656579466,95.28867990557394,4.075659146840549,8.36835651,14.857710362893508,0,47477,316541,0,2070351,7247733,9038799,9582020,409839,841504,1494059
Hungary,2007,national,income,2011,2007,4,0.05581454,0.276424971,1.789127352,0.023283849,14.343558655442578,61.95287627797157,88.53627151798065,96.18352039069975,4.467234904,9.58644791,16.00944531989068,5613,27797,179911,2341,1442357,6229845,8903013,9672003,449215,963992,1609875
Hungary,2008,national,income,2011,2008,4,0.013135188,0.15841098,1.475115037,0.003832361,13.69566364857314,60.00075231564576,87.55816542571662,95.45474952843765,4.414980546,9.902607482,16.231574080946327,1319,15902,148075,385,1374796,6022988,8789253,9581927,443184,994042,1629356
Hungary,2009,national,income,2011,2009,4,0.062055519,0.140494262,1.442078609,0.021219115,15.11533952408354,64.01670034554816,89.41895109,96.65517610547228,4.635976102,10.20474164587335,16.54922652,6220,14081,144534,2127,1514958,6416170,8962149,9687410,464648,1022786,1658671
Hungary,2010,national,income,2011,2010,4,0.058671212,0.267091766,2.4928734884382497,0.005887529,15.77775018246747,61.20235986840098,87.11559769588456,94.86067729843454,6.205669434961529,11.399092096150987,17.69948237705549,5867,26709,249288,589,1577779,6120250,8711580,9486090,620568,1139912,1769952
Hungary,2011,national,income,2011,2011,4,0.082624197,0.287210627,2.768115161,0.024864994,15.08897034478674,60.574818112721374,87.41151115237435,95.03049925,6.782650801,11.72315432139994,17.17477615624012,8239,28640,276029,2479,1504631,6040355,8716437,9476182,676347,1169001,1712622
Hungary,2012,national,income,2011,2012,4,0.305815229,0.635657405,4.349564791,0.187209108,19.288026773118418,65.07886368339256,88.50720947,95.46729899,7.612756606,12.70881874110082,19.02424331274765,30338,63060,431493,18572,1913442,6456059,8780236,9470702,755213,1260761,1887274
Hungary,2013,national,income,2011,2013,4,0.107130496,0.772575498,4.270804178942781,0.005449579,18.61609073528392,62.99324601805435,86.65963636707623,94.46058525187644,7.649059865,12.71125601278779,19.17248246418033,10599,76432,422514,539,1841705,6231973,8573309,9345063,756728,1257535,1896749
Hungary,2014,national,income,2011,2014,4,0.6437447622027099,1.007369907,3.143225239,0.458862513,16.21012232,58.29624785406374,85.34410406400447,93.32835925309963,6.997170945,12.71084552416356,19.60261563291989,63515,99392,310125,45274,1599367,5751781,8420449,9208213,690374,1254112,1934086
